Name,Type,Cuisine,Area,Address,Phone,Website,Opening Hours,OSM Rating,Latitude,Longitude,Google Maps,Google Rating,Google Reviews,Price Range,Special Notes,Source
Kiyangshi Thai & Chinese,Casual Dining,Chinese / Thai / Asian Fusion,Mirpur-1,18 Darus Salam Rd,+880 2-48033170,N/A,12:00 PM – 10:00 PM,N/A,23.8009,90.3637,N/A,3.9,1628,৳৳ Mid-range,"Chinese, Thai, one of the oldest in Mirpur",
Kiyangshi Thai & Chinese Restaurant,Restaurant,,Mirpur,,,,,,23.7949044,90.3531984,"https://www.google.com/maps?q=23.7949044,90.3531984",N/A,N/A,N/A,N/A,OpenStreetMap
Kolahol Restaurant,Restaurant,,Mirpur,,,,,,23.8064196,90.3532544,"https://www.google.com/maps?q=23.8064196,90.3532544",N/A,N/A,N/A,N/A,OpenStreetMap
Kolapata,Restaurant,,Bashundhara,NSU Main Campus Road,,,Mo-Su 07:00-23:00,,23.816176,90.4246767,"https://www.google.com/maps?q=23.816176,90.4246767",N/A,N/A,N/A,N/A,OpenStreetMap
Kolapata Restuarant,Restaurant,kebab;chicken;fish_and_chips;indian;ice_cream;french,Cantonment,"House 13, Road No. 19",,,Mo-Su 09:00-21:00,,23.8348998,90.4165518,"https://www.google.com/maps?q=23.8348998,90.4165518",N/A,N/A,N/A,N/A,OpenStreetMap
Kolkata Kacchi,Restaurant,,Mirpur,,,,,,23.7976029,90.3534172,"https://www.google.com/maps?q=23.7976029,90.3534172",N/A,N/A,N/A,N/A,OpenStreetMap
Kolkata Kacchi Ghor,Restaurant,,Old Dhaka,Abul Hasnat Road,,,,,23.718067,90.4006144,"https://www.google.com/maps?q=23.718067,90.4006144",N/A,N/A,N/A,N/A,OpenStreetMap
Kora Fry,Restaurant,,Banani,,,,,,23.7913002,90.4018935,"https://www.google.com/maps?q=23.7913002,90.4018935",N/A,N/A,N/A,N/A,OpenStreetMap
Korai Gost,Restaurant,indian,Hazaribagh,,,,,,23.7403124,90.374699,"https://www.google.com/maps?q=23.7403124,90.374699",N/A,N/A,N/A,N/A,OpenStreetMap
Korai Gosto,Restaurant,,Old Dhaka,Jonson Road,,,Mo-Su 07:00-23:00,,23.7129245,90.4116759,"https://www.google.com/maps?q=23.7129245,90.4116759",N/A,N/A,N/A,N/A,OpenStreetMap
Kosturi,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Koyla Restaurant Ltd,Restaurant,kebab;regional,Niketan,,,,,,23.7710312,90.4112448,"https://www.google.com/maps?q=23.7710312,90.4112448",N/A,N/A,N/A,N/A,OpenStreetMap
Krishti,Fast Food,,Mirpur,,,,,,23.8092665,90.3642803,"https://www.google.com/maps?q=23.8092665,90.3642803",N/A,N/A,N/A,N/A,OpenStreetMap
Krua Thai,Restaurant,,Niketan,,,,,,23.7717917,90.4132188,"https://www.google.com/maps?q=23.7717917,90.4132188",N/A,N/A,N/A,N/A,OpenStreetMap
Kudos,Fast Food,sandwich,Dhanmondi,"1/5, Block D, Road No 7, Lalmatia",,https://kudos.com.bd/,Sa-Th 11:00-23:00; Fr 15:00-23:00,,23.7538968,90.3696124,"https://www.google.com/maps?q=23.7538968,90.3696124",N/A,N/A,N/A,N/A,OpenStreetMap
Kudos,Restaurant,,Malibagh,,,,,,23.7518033,90.4221625,"https://www.google.com/maps?q=23.7518033,90.4221625",N/A,N/A,N/A,N/A,OpenStreetMap
Kudos Uttara,Restaurant,,Uttara,"Plot 71, Plot 71 Gausul Azam Ave",+8801400830038,http://www.facebook.com/kudosUttara,"Sa-Th 11:00-23:00,Fr 15:00-23:00",,23.8691131,90.385996,"https://www.google.com/maps?q=23.8691131,90.385996",N/A,N/A,N/A,N/A,OpenStreetMap
Kulfido Kushtia Special,Restaurant,,Mohammadpur,,,,,,23.7623899,90.3619386,"https://www.google.com/maps?q=23.7623899,90.3619386",N/A,N/A,N/A,N/A,OpenStreetMap
Kunjo,Restaurant,,Mirpur,,,,,,23.7995108,90.3635535,"https://www.google.com/maps?q=23.7995108,90.3635535",N/A,N/A,N/A,N/A,OpenStreetMap
Kustury Orchid,Restaurant,,Mohammadpur,Mirpur Road,,,Mo-Su 09:00-22:00,,23.7559433,90.3753079,"https://www.google.com/maps?q=23.7559433,90.3753079",N/A,N/A,N/A,N/A,OpenStreetMap
Kutub shah Restaurant,Restaurant,,Mirpur,,,,,,23.7981352,90.3526881,"https://www.google.com/maps?q=23.7981352,90.3526881",N/A,N/A,N/A,N/A,OpenStreetMap
Kutum Hotel And Restaurant,Restaurant,,Other Dhaka,,,,,,23.8980371,90.3307371,"https://www.google.com/maps?q=23.8980371,90.3307371",N/A,N/A,N/A,N/A,OpenStreetMap
Kutum Restaurant,Restaurant,,Mohammadpur,,,,"Mo-Su,PH 07:00-24:00",,23.7779742,90.360706,"https://www.google.com/maps?q=23.7779742,90.360706",N/A,N/A,N/A,N/A,OpenStreetMap
L'ETO Cake and Bistro,Bakery / Dessert Shop,Western / Continental,Gulshan 1,"Ground Floor, BTI Landmark, 16 Gulshan Ave",+880 1841-993788,N/A,9:00 AM – 12:50 AM,N/A,,,N/A,4.5,144,,"Cake, ice cream, seafood pizza, specialty drinks, fresh baked daily",
La Appetite,Restaurant,,Mirpur,,,,,,23.8023534,90.3532533,"https://www.google.com/maps?q=23.8023534,90.3532533",N/A,N/A,N/A,N/A,OpenStreetMap
La Bamba,Restaurant,regional,Uttara,,,,,,23.867203,90.393571,"https://www.google.com/maps?q=23.867203,90.393571",N/A,N/A,N/A,N/A,OpenStreetMap
La Forchetta,Restaurant,pizza,Gulshan,,,,,,23.7956309,90.4131293,"https://www.google.com/maps?q=23.7956309,90.4131293",N/A,N/A,N/A,N/A,OpenStreetMap
La Mirchi Eatery & Cafe,Casual Dining,Japanese / Korean,Sector 5,"House-33/A, Road No. 20",+880 1724-536483,N/A,8:00 AM – 11:00 PM,N/A,23.868,90.394,N/A,4.2,1129,,"Lake view, ramen, kabab, salad, shepherd's pie, cozy",
La Nuit - Fusion Restaurant,Restaurant,,Gulshan,,,,,,23.7930431,90.4152899,"https://www.google.com/maps?q=23.7930431,90.4152899",N/A,N/A,N/A,N/A,OpenStreetMap
La Tarte Bakery & Pastry,Bakery / Dessert Shop,Café / Bakery / Dessert,Gulshan 1,"Near Gloria Jean's, Gulshan 1",+880 1997-444555,N/A,9:00 AM – 1:00 AM,N/A,,,N/A,4.2,343,৳৳ Mid-range,"Orange cake, cookies, chicken puff, cinnamon roll, concern of Gloria Jean's, late night",
Labib Hotel and Restaurant,Restaurant,,Other Dhaka,"Bot Tola, Bawnia",,,,,23.8547065,90.3864836,"https://www.google.com/maps?q=23.8547065,90.3864836",N/A,N/A,N/A,N/A,OpenStreetMap
Labini Restaurant,Restaurant,regional,Old Dhaka,,,,,,23.6957951,90.398858,"https://www.google.com/maps?q=23.6957951,90.398858",N/A,N/A,N/A,N/A,OpenStreetMap
Lahore by IKitchen,Restaurant,,Banani,,,,,,23.791245,90.4020651,"https://www.google.com/maps?q=23.791245,90.4020651",N/A,N/A,N/A,N/A,OpenStreetMap
Lailaty,Restaurant,asian,Dhanmondi,,,,,,23.7402052,90.3753157,"https://www.google.com/maps?q=23.7402052,90.3753157",N/A,N/A,N/A,N/A,OpenStreetMap
Lake Terrace,Steakhouse,Chinese / Thai / Asian Fusion,Sector 7,"House #25/E, Lake Drive Rd",+880 1618-377223,N/A,12:00 PM – 10:30 PM,N/A,23.869,90.393,N/A,4,3257,৳৳৳ Premium,"Rooftop, steak, Chinese, seafood, city view",
Lake Valley,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Lakeshore,Restaurant,,Unknown,"House #46, Road 41",,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Lalbag hotel,Restaurant,bangladeshi,Rayer Bazar,,,,,,23.7501867,90.3671191,"https://www.google.com/maps?q=23.7501867,90.3671191",N/A,N/A,N/A,N/A,OpenStreetMap
Lasani Restaurant,Restaurant,,Gulshan,,,,,,23.7918169,90.4224389,"https://www.google.com/maps?q=23.7918169,90.4224389",N/A,N/A,N/A,N/A,OpenStreetMap
Laskar Bari,Restaurant,,Mirpur,,,,,,23.812216,90.3703132,"https://www.google.com/maps?q=23.812216,90.3703132",N/A,N/A,N/A,N/A,OpenStreetMap
Laughing Buddha,Thai Restaurant,Thai,Gulshan 2,"4th Floor, 153/A Gulshan North Ave",+880 1842-844464,N/A,1:00 PM – 10:30 PM,N/A,,,N/A,4.4,1247,,"Mango sticky rice (best in Dhaka), tom yum, pad thai, calm atmosphere",
Laziz Juice Corner,Restaurant,,Malibagh,,,,,,23.7475994,90.4298356,"https://www.google.com/maps?q=23.7475994,90.4298356",N/A,N/A,N/A,N/A,OpenStreetMap
Laziz Momo,Restaurant,,Mohammadpur,,,,,,23.7599664,90.3618863,"https://www.google.com/maps?q=23.7599664,90.3618863",N/A,N/A,N/A,N/A,OpenStreetMap
Le Delicia,Restaurant,,Bashundhara,,,,,,23.8121261,90.4231872,"https://www.google.com/maps?q=23.8121261,90.4231872",N/A,N/A,N/A,N/A,OpenStreetMap
Le Delicia Uttara,Bakery / Pastry Shop,Western / Fast Food,Sector 11,"House 2A, Road 2B, Sonargaon Janapath Rd",+880 1713-155058,N/A,7:00 AM – 11:00 PM,N/A,23.855,90.404,N/A,4.3,207,,"French-inspired bakery, vanilla cake, spicy sandwiches",
Le d'Or,Bakery / Dessert Shop,Café / Bakery / Dessert,Gulshan 1,"Plot No 118, Rangs Z Square, Gulshan Ave",+880 1302-055511,N/A,8:00 AM – 2:00 AM,N/A,,,N/A,4.4,293,,"Late night bakery, peach ice tea, pineapple mousse, vanilla latte, croissant",
"Lily Park Thai and Chinese Restaurant, K.M. Das Lane, Hatkhola Road,Dhaka, Dhaka",Restaurant,,Old Dhaka,,,,,,23.7175698,90.4215591,"https://www.google.com/maps?q=23.7175698,90.4215591",N/A,N/A,N/A,N/A,OpenStreetMap
Linchin,Restaurant,chinese,Other Dhaka,,,,,,23.7418825,90.4087249,"https://www.google.com/maps?q=23.7418825,90.4087249",N/A,N/A,N/A,N/A,OpenStreetMap
Ling Jing Chinese Restaurant,Restaurant,,Mohammadpur,,,,,,23.762563,90.3614478,"https://www.google.com/maps?q=23.762563,90.3614478",N/A,N/A,N/A,N/A,OpenStreetMap
Live Bakery,Fast Food,,Bashabo,,,,,,23.7482413,90.4332432,"https://www.google.com/maps?q=23.7482413,90.4332432",N/A,N/A,N/A,N/A,OpenStreetMap
Live Pizza,Restaurant,,Malibagh,,,,,,23.7523559,90.4181158,"https://www.google.com/maps?q=23.7523559,90.4181158",N/A,N/A,N/A,N/A,OpenStreetMap
Lobstar King,Restaurant,snacks,Shahbagh,Hatirpool,,,,,23.741391,90.3917625,"https://www.google.com/maps?q=23.741391,90.3917625",N/A,N/A,N/A,N/A,OpenStreetMap
Lokma,Restaurant,,Mohammadpur,,,,,,23.7620401,90.3631403,"https://www.google.com/maps?q=23.7620401,90.3631403",N/A,N/A,N/A,N/A,OpenStreetMap
London Street Restro,Casual Dining,Multi-cuisine,Sector 11,"House #04, Road 02",+880 1841-910489,N/A,4:00 PM – 10:30 PM,N/A,23.855,90.404,N/A,4.7,27,,"Luxury interior, quality food, small cozy place",
Lounge Devono,Restaurant,,Malibagh,,,,,,23.7514504,90.4240276,"https://www.google.com/maps?q=23.7514504,90.4240276",N/A,N/A,N/A,N/A,OpenStreetMap
Love Forest Restaurant,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Lovely Loungee,Restaurant,,Uttara,"House 56 , Road 18 and 24 corner, সড়ক ১৮",+8801971566697;+8801627282787;+8801717002822,https://www.foodpanda.com.bd/restaurant/bt6i/lovely-loungee,Mo-Su 12:00-23:00,,23.8735996,90.3946124,"https://www.google.com/maps?q=23.8735996,90.3946124",N/A,N/A,N/A,N/A,OpenStreetMap
Luchi Chap,Restaurant,,Bashundhara,,,,,,23.8121383,90.4240643,"https://www.google.com/maps?q=23.8121383,90.4240643",N/A,N/A,N/A,N/A,OpenStreetMap
Luck Now,Restaurant,,Gulshan,,,,,,23.793276,90.4093976,"https://www.google.com/maps?q=23.793276,90.4093976",N/A,N/A,N/A,N/A,OpenStreetMap
Lueur Bakery,Bakery / Dessert Shop,Café / Bakery / Dessert,Banani (Gulshan adj.),"158/e, Taneem Square, Kemal Ataturk Ave",+880 1896-204117,N/A,Open daily,N/A,,,N/A,4.2,44,,"Salted caramel chocolate cake, dessert, café attached to Atrium",
M Coffee House & Fast Food,Fast Food,,Mirpur,,,,,,23.8091145,90.3736866,"https://www.google.com/maps?q=23.8091145,90.3736866",N/A,N/A,N/A,N/A,OpenStreetMap
M-Haji Biryani House,Restaurant,,Mohammadpur,,,,,,23.7779743,90.3614625,"https://www.google.com/maps?q=23.7779743,90.3614625",N/A,N/A,N/A,N/A,OpenStreetMap
M/s Party & Dinner,Restaurant,,Kafrul,,,,,,23.7932463,90.388155,"https://www.google.com/maps?q=23.7932463,90.388155",N/A,N/A,N/A,N/A,OpenStreetMap
M1 Food Zone,Casual Dining,Chinese / Thai / Asian Fusion,Mirpur-1,"House 1, 1/2, Mirpur 1",+880 1711-662508,N/A,12:00 PM – 11:00 PM,N/A,23.8009,90.3637,N/A,4.1,159,৳৳ Mid-range,"Multi-stall, Chinese, Indian, BBQ, seafood",
MAMUN BIRIYANI HOUSE,Biriyani House,Bengali / Mughlai,Mirpur-10 / Benaroshi Palli,"H-29, Block-B, Benarashi Polly",+880 1771-986842,N/A,10:00 AM – 4:00 AM,N/A,23.8099,90.3637,N/A,3.8,354,,"Tehari, biriyani, morog polao, late night",
MANZO Restaurant,Casual Dining,Western / Grill & Steak,Gulshan 1,"2nd Floor, 114 Gulshan Ave",+880 1329-668880,N/A,12:00 PM – 10:30 PM,N/A,,,N/A,4.5,443,৳৳৳৳ Luxury,"Refined Western, tenderloin, clams, seabass ceviche, reservation needed, 10k for two",
MASALA E KABAB,Restaurant,,Bashabo,,,,,,23.7433658,90.4341739,"https://www.google.com/maps?q=23.7433658,90.4341739",N/A,N/A,N/A,N/A,OpenStreetMap
MES Canteen,Restaurant,bangla,Pallabi,Road 6,,https://www.facebook.com/profile.php?id=100063829069710#,08:00-21:00,,23.8357308,90.3638893,"https://www.google.com/maps?q=23.8357308,90.3638893",N/A,N/A,N/A,N/A,OpenStreetMap
MFC Fast Food,Fast Food,,Old Dhaka,,,,,,23.7220516,90.4056826,"https://www.google.com/maps?q=23.7220516,90.4056826",N/A,N/A,N/A,N/A,OpenStreetMap
MINA BAZER,Fast Food,regional,Elephant Road,Shahid Janani Jahanara Imam Sarani,,,,,23.7353557,90.3852197,"https://www.google.com/maps?q=23.7353557,90.3852197",N/A,N/A,N/A,N/A,OpenStreetMap
MK Coffee House,Cafe,,Mohammadpur,,,,,,23.7733018,90.3612828,"https://www.google.com/maps?q=23.7733018,90.3612828",N/A,N/A,N/A,N/A,OpenStreetMap
MOMO Station,Fast Food,,Pallabi,,,,,,23.836085,90.3766875,"https://www.google.com/maps?q=23.836085,90.3766875",N/A,N/A,N/A,N/A,OpenStreetMap
MR BURGER,Restaurant,burger;sandwich;ice_cream,Rampura,,,,Mo-Su 10:00-22:00,,23.7622474,90.4307804,"https://www.google.com/maps?q=23.7622474,90.4307804",N/A,N/A,N/A,N/A,OpenStreetMap
MR Burger,Restaurant,,Rampura,,,,,,23.7628015,90.4283621,"https://www.google.com/maps?q=23.7628015,90.4283621",N/A,N/A,N/A,N/A,OpenStreetMap
MR. BAKER,Restaurant,,Other Dhaka,,,,,,23.7417215,90.4101092,"https://www.google.com/maps?q=23.7417215,90.4101092",N/A,N/A,N/A,N/A,OpenStreetMap
MR. Baker,Fast Food,,Mirpur,,,,,,23.809277,90.3678248,"https://www.google.com/maps?q=23.809277,90.3678248",N/A,N/A,N/A,N/A,OpenStreetMap
Ma Biriani House,Restaurant,,Gulshan,"Cha-73, Progoti Sharani",,,,,23.7835545,90.4257328,"https://www.google.com/maps?q=23.7835545,90.4257328",N/A,N/A,N/A,N/A,OpenStreetMap
Ma Biryani House,Restaurant,chicken,Other Dhaka,,01315372535,,Sa-th 08:00-20:00,,23.6848848,90.4405902,"https://www.google.com/maps?q=23.6848848,90.4405902",N/A,N/A,N/A,N/A,OpenStreetMap
Ma Fuchka and Chotpoti,Fast Food,,Mohammadpur,,,,,,23.7806185,90.3690541,"https://www.google.com/maps?q=23.7806185,90.3690541",N/A,N/A,N/A,N/A,OpenStreetMap
Maa Biriyani House,Restaurant,regional;Biriany,Demra,"534, Dania-Dolairpar Road",+8801748378470,,,,23.7011922,90.4474223,"https://www.google.com/maps?q=23.7011922,90.4474223",N/A,N/A,N/A,N/A,OpenStreetMap
"Maa Fast Food Corner, Restaurant, Rayhan Super Market, Hatkhola Road, Tikatuli, Dhaka",Food Court,,Old Dhaka,,,,,,23.7165873,90.4208691,"https://www.google.com/maps?q=23.7165873,90.4208691",N/A,N/A,N/A,N/A,OpenStreetMap
Maa food Corner,Fast Food,regional,Rayer Bazar,,,,,,23.7510751,90.3631065,"https://www.google.com/maps?q=23.7510751,90.3631065",N/A,N/A,N/A,N/A,OpenStreetMap
Mad CHef,Fast Food,,Mirpur,,,,,,23.8067361,90.3714444,"https://www.google.com/maps?q=23.8067361,90.3714444",N/A,N/A,N/A,N/A,OpenStreetMap
Madchef,Restaurant,american,Other Dhaka,"4, নিউ বেইলি রোড",,,,,23.7419786,90.4084346,"https://www.google.com/maps?q=23.7419786,90.4084346",N/A,N/A,N/A,N/A,OpenStreetMap
Madchef,Restaurant,burger,Hazaribagh,,,,,,23.744539,90.3720707,"https://www.google.com/maps?q=23.744539,90.3720707",N/A,N/A,N/A,N/A,OpenStreetMap
Madchef & Cheez! Gulshan 1,Takeaway / Fast Food,Western / Continental,Gulshan 1,"Road 137, Dhaka 1212",,N/A,11:00 AM – 11:00 PM,N/A,,,N/A,4,159,,"Burger, mac & cheese, poutine, takeaway only",
Madchef Uttara,Fast Food,Japanese / Korean,Sector 11,"4th Floor, Jewel Tower, House No. 34, Gareeb-e-Newaz",+880 9638-050505,N/A,11:00 AM – 11:00 PM,N/A,23.855,90.404,N/A,4.1,1885,৳৳ Mid-range,"Korean grill, burger, pizza, garlic bread, basil rice",
Madhuri Canteen,Fast Food,regional,Elephant Road,,,,"Mo-Th,Sa-Su 09:00-21:00; Fr off",,23.7346223,90.3936974,"https://www.google.com/maps?q=23.7346223,90.3936974",N/A,N/A,N/A,N/A,OpenStreetMap
Madina Fast Food,Fast Food,chicken;burger;pizza;sandwich;ice_cream,Elephant Road,নিউমার্কেট ফুটওভার ব্রিজ,,,,,23.7339898,90.3844652,"https://www.google.com/maps?q=23.7339898,90.3844652",N/A,N/A,N/A,N/A,OpenStreetMap
Madina Hotel,Restaurant,,Gulshan,korail,,,,,23.7865322,90.4130369,"https://www.google.com/maps?q=23.7865322,90.4130369",N/A,N/A,N/A,N/A,OpenStreetMap
Madina Sweetmeet,Restaurant,,Lalbagh,,,,,,23.7203984,90.3859813,"https://www.google.com/maps?q=23.7203984,90.3859813",N/A,N/A,N/A,N/A,OpenStreetMap
Magpie Restaurant,Restaurant,,Bashundhara,,,,,,23.8120509,90.422535,"https://www.google.com/maps?q=23.8120509,90.422535",N/A,N/A,N/A,N/A,OpenStreetMap
Mahabub Tea Stall,Tea Stall / Tea House,Tea & Beverages,Mirpur (south),"52/3-B, Dhaka 1216",+880 1686-912202,N/A,7:00 AM – 1:00 AM,N/A,23.7913,90.3637,N/A,4.1,21,,"Cow milk tea, local stall, late night",
Mahi Fast Food and Restaurant,Restaurant,,Mohammadpur,"91/Ka, Road No 4",,,,,23.7731094,90.3650256,"https://www.google.com/maps?q=23.7731094,90.3650256",N/A,N/A,N/A,N/A,OpenStreetMap
Mahi Khabar Hotel,Restaurant,,Mirpur,,,,,,23.8058625,90.3743876,"https://www.google.com/maps?q=23.8058625,90.3743876",N/A,N/A,N/A,N/A,OpenStreetMap
Mainland China Blue,Casual Dining,Chinese / Thai / Asian Fusion,Sector 4,"Plot No. 15, 14th Floor, Siaam Tower, Service Rd",+880 1707-092505,N/A,12:00 PM – 11:00 PM,N/A,23.859,90.403,N/A,4.2,1448,,"Rotating floor restaurant, high-end Chinese, fine view",
Maisha Hotel & Restaurant,Restaurant,,Dhanmondi,,,,,,23.7506628,90.3789628,"https://www.google.com/maps?q=23.7506628,90.3789628",N/A,N/A,N/A,N/A,OpenStreetMap
Makka Restora,Restaurant,,Other Dhaka,"Bimanbandar Gol Chattar, Bimanbandar",,,,,23.8504968,90.4090358,"https://www.google.com/maps?q=23.8504968,90.4090358",N/A,N/A,N/A,N/A,OpenStreetMap
Makkah Biryani House,Restaurant,,Malibagh,,,,,,23.7545767,90.4156881,"https://www.google.com/maps?q=23.7545767,90.4156881",N/A,N/A,N/A,N/A,OpenStreetMap
Malai,Fast Food,,Mirpur,,,,,,23.8064617,90.3533395,"https://www.google.com/maps?q=23.8064617,90.3533395",N/A,N/A,N/A,N/A,OpenStreetMap
Malancha Restore,Restaurant,,Elephant Road,,,,10:00-22:00,,23.7386789,90.3839804,"https://www.google.com/maps?q=23.7386789,90.3839804",N/A,N/A,N/A,N/A,OpenStreetMap
Mallik's restaurant,Restaurant,,Motijheel,"119, Shantinagar Road",+8801903152815,,07:00-22:00,,23.7390398,90.4153012,"https://www.google.com/maps?q=23.7390398,90.4153012",N/A,N/A,N/A,N/A,OpenStreetMap
Mama Chatpati,Fast Food,,Eskaton,,,,,,23.7554402,90.4111699,"https://www.google.com/maps?q=23.7554402,90.4111699",N/A,N/A,N/A,N/A,OpenStreetMap
Mama Food Corner,Restaurant,,Other Dhaka,,,,,,23.7806814,90.4019371,"https://www.google.com/maps?q=23.7806814,90.4019371",N/A,N/A,N/A,N/A,OpenStreetMap
Mama Kacchi & Kebab House,Restaurant,,Old Dhaka,Alauddin Road,,,Mo-Su 11:00-04:00,,23.7203873,90.4060047,"https://www.google.com/maps?q=23.7203873,90.4060047",N/A,N/A,N/A,N/A,OpenStreetMap
Mama'r cha-er dokan.,Cafe,chips_and_cake_or_coke.,Hazaribagh,Road 8A - Rayer Bazar Staff Quarter Road,,,,,23.7439124,90.3688278,"https://www.google.com/maps?q=23.7439124,90.3688278",N/A,N/A,N/A,N/A,OpenStreetMap
Mamagocho,Thai Restaurant,Thai,Gulshan 1,"Grand Del-Vista, S4, 1/A, Road 113, Gulshan Ave",+880 1790-486393,N/A,5:00 PM – 2:00 AM,N/A,,,N/A,4.5,388,,"Crispy noodles (must try), Penang curry, spicy lemon plum chicken, late night",
Mamar kacchi,Restaurant,,Mirpur,,,,,,23.8078869,90.3736126,"https://www.google.com/maps?q=23.8078869,90.3736126",N/A,N/A,N/A,N/A,OpenStreetMap
Mamun Biriyani,Restaurant,,Mirpur,,,,,,23.8096492,90.3697283,"https://www.google.com/maps?q=23.8096492,90.3697283",N/A,N/A,N/A,N/A,OpenStreetMap
Mamun Biryani House,Restaurant,,Bashabo,,,,,,23.7403575,90.4325716,"https://www.google.com/maps?q=23.7403575,90.4325716",N/A,N/A,N/A,N/A,OpenStreetMap
Mango Tree,Restaurant,regional,Malibagh,Shahid Baki Sarak,,,,,23.7522214,90.4214692,"https://www.google.com/maps?q=23.7522214,90.4214692",N/A,N/A,N/A,N/A,OpenStreetMap
Manik Hotel,Restaurant,,Kafrul,Mirpur 14,,,Mo-Su 07:00-23:00,,23.7982977,90.3871702,"https://www.google.com/maps?q=23.7982977,90.3871702",N/A,N/A,N/A,N/A,OpenStreetMap
Manikgung Hotel And Sweetmeat মানিকগঞ্জ হোটেল এন্ড সুইটমিট,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Manun Biriyani House,Restaurant,,Elephant Road,,,,,,23.7366341,90.3864963,"https://www.google.com/maps?q=23.7366341,90.3864963",N/A,N/A,N/A,N/A,OpenStreetMap
Manzar Kabab,Restaurant,,Mohammadpur,,,,,,23.7592618,90.3666057,"https://www.google.com/maps?q=23.7592618,90.3666057",N/A,N/A,N/A,N/A,OpenStreetMap
Margarita Pizza,Restaurant,pizza,Cantonment,,,,,,23.8072366,90.4171255,"https://www.google.com/maps?q=23.8072366,90.4171255",N/A,N/A,N/A,N/A,OpenStreetMap
Mariation Dhaka,Fast Food,,Gulshan,,,,Sa-Th 10:00-21:30,,23.7807392,90.4069265,"https://www.google.com/maps?q=23.7807392,90.4069265",N/A,N/A,N/A,N/A,OpenStreetMap
Marine Restora,Restaurant,,Kalabagan,,,,,,23.7511137,90.3926482,"https://www.google.com/maps?q=23.7511137,90.3926482",N/A,N/A,N/A,N/A,OpenStreetMap
Marium Restaurant,Restaurant,,Unknown,Ananda Nagar Road,,,06:00-23:00,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Marwa Kebab and Restaurant,Restaurant,regional,Cantonment,"Plot No 2/A, Road 13, Nikunja 2,khilkhet",028900470,,06:00-23:00,,23.8331557,90.4182261,"https://www.google.com/maps?q=23.8331557,90.4182261",N/A,N/A,N/A,N/A,OpenStreetMap
Mary Fast Food,Restaurant,fast_food,Elephant Road,,,,10:00-20:00,,23.7348436,90.3850787,"https://www.google.com/maps?q=23.7348436,90.3850787",N/A,N/A,N/A,N/A,OpenStreetMap
Mashawi Cushaine,Restaurant,,Rampura,,,,,,23.7619059,90.4304283,"https://www.google.com/maps?q=23.7619059,90.4304283",N/A,N/A,N/A,N/A,OpenStreetMap
Masum Fuchka & Juicebar,Cafe,,Mohammadpur,,,,,,23.762787,90.3607129,"https://www.google.com/maps?q=23.762787,90.3607129",N/A,N/A,N/A,N/A,OpenStreetMap
Masum Juice Bar and Coffee House,Cafe,coffee_shop,Mughda,,,,,,23.7420997,90.4269931,"https://www.google.com/maps?q=23.7420997,90.4269931",N/A,N/A,N/A,N/A,OpenStreetMap
Matka Cha & Momo,Fast Food,,Mirpur,,,,,,23.8067594,90.3542294,"https://www.google.com/maps?q=23.8067594,90.3542294",N/A,N/A,N/A,N/A,OpenStreetMap
Matlob Hotel,Restaurant,,Lalbagh,,,,,,23.7238856,90.3798358,"https://www.google.com/maps?q=23.7238856,90.3798358",N/A,N/A,N/A,N/A,OpenStreetMap
"Mawar Rosogolla, Restaurant, Doyaganj New Rd, Dhaka",Restaurant,,Jatrabari,,,,,,23.7118774,90.4233154,"https://www.google.com/maps?q=23.7118774,90.4233154",N/A,N/A,N/A,N/A,OpenStreetMap
Mayer Badhon Biriyani House,Restaurant,,Mohammadpur,,,,,,23.7856094,90.3673605,"https://www.google.com/maps?q=23.7856094,90.3673605",N/A,N/A,N/A,N/A,OpenStreetMap
Mayer Doa Fastfood,Fast Food,,Other Dhaka,"Bawnia Main Road, Turag",,,,,23.8516148,90.3873361,"https://www.google.com/maps?q=23.8516148,90.3873361",N/A,N/A,N/A,N/A,OpenStreetMap
Mayer Doa Restaurant,Restaurant,,Gulshan,korail,,,,,23.7865495,90.4125186,"https://www.google.com/maps?q=23.7865495,90.4125186",N/A,N/A,N/A,N/A,OpenStreetMap
Mayer Doa Restaurant,Restaurant,,Other Dhaka,"731, Ashkona, Dakshinkhan",+8801913574777,,,,23.8521179,90.4121248,"https://www.google.com/maps?q=23.8521179,90.4121248",N/A,N/A,N/A,N/A,OpenStreetMap
Mayer Dowa Hotel and Restaurant,Restaurant,,Mohammadpur,,,,,,23.7777632,90.3708496,"https://www.google.com/maps?q=23.7777632,90.3708496",N/A,N/A,N/A,N/A,OpenStreetMap
Mayer Doya Biriyani & Restaurent,Restaurant,,Eskaton,,,,,,23.750792,90.4090031,"https://www.google.com/maps?q=23.750792,90.4090031",N/A,N/A,N/A,N/A,OpenStreetMap
